ticker,company_title,cik,form,filing_date,accession,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,n_paras,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean
NVDA,NVIDIA CORP,0001045810,10-Q,2025-05-28,000104581025000116,187,192,8374,22.331024599952233,22.928110819202292,1,6032,161,158,26.690981432360743,26.193633952254643,2311,26,33,11.25054089138901,14.279532669839897,0.6042296072507553,0.8273649215698242,0.12236523628234863,0.05026993528008461
NVDA,NVIDIA CORP,0001045810,10-K,2025-02-26,000104581025000023,773,571,18388,42.03828583859038,31.052860561235587,1,15053,683,515,45.37301534577825,34.21244934564539,3292,90,54,27.339003645200485,16.403402187120292,0.7086183310533516,0.10949981957674026,0.014339928515255451,0.8761602640151978
NVDA,NVIDIA CORP,0001045810,10-Q,2024-11-20,000104581024000316,186,200,8753,21.24985719181995,22.849308808408544,1,6269,161,169,25.681926942096027,26.958047535492103,2452,25,30,10.195758564437194,12.234910277324634,0.6005747126436781,0.037415891885757446,0.5408062934875488,0.4217778146266937
NVDA,NVIDIA CORP,0001045810,10-Q,2024-08-28,000104581024000264,200,209,9627,20.774903916069388,21.70977459229251,1,7088,174,178,24.548532731376977,25.112866817155755,2509,26,30,10.362694300518134,11.95695496213631,0.6256410256410256,0.04523645341396332,0.3393080234527588,0.6154555678367615
NVDA,NVIDIA CORP,0001045810,10-Q,2024-05-29,000104581024000124,198,200,8963,22.090817806537988,22.313957380341403,1,6729,174,172,25.858225590726704,25.56100460692525,2204,24,27,10.88929219600726,12.250453720508167,0.6151832460732984,0.05359921604394913,0.21823163330554962,0.7281692028045654
NVDA,NVIDIA CORP,0001045810,10-K,2024-02-21,000104581024000029,766,576,17992,42.57447754557581,32.014228546020455,1,15034,678,521,45.097778369030195,34.65478249301583,2919,88,53,30.147310722850293,18.15690304898938,0.7315068493150685,0.07804100960493088,0.015390006825327873,0.9065690040588379
NVDA,NVIDIA CORP,0001045810,10-Q,2023-11-21,000104581023000227,285,247,7430,38.35800807537012,33.24360699865411,1,6420,265,220,41.27725856697819,34.26791277258567,1002,19,26,18.962075848303392,25.94810379241517,0.7834645669291339,0.01723538525402546,0.8218473196029663,0.160917267203331
NVDA,NVIDIA CORP,0001045810,10-Q,2023-08-28,000104581023000175,299,240,7287,41.031974749554,32.935364347468095,1,6238,269,214,43.122795767874315,34.30586726514909,1042,30,24,28.790786948176585,23.032629558541267,0.7686567164179104,0.039431266486644745,0.4237733483314514,0.5367953181266785
NVDA,NVIDIA CORP,0001045810,10-Q,2023-05-26,000104581023000093,383,282,8050,47.577639751552795,35.03105590062112,1,7087,341,259,48.11626922534217,36.54578806264992,953,41,22,43.02203567681007,23.08499475341028,0.8013937282229965,0.046106208115816116,0.6282395720481873,0.32565420866012573
NVDA,NVIDIA CORP,0001045810,10-K,2023-02-24,000104581023000017,657,489,15294,42.95802275402119,31.973322871714398,1,12913,594,452,46.00015488267637,35.003484860218386,2339,63,35,26.934587430525866,14.963659683625481,0.7258320126782885,0.02269025519490242,0.5580205321311951,0.419289231300354
NVDA,NVIDIA CORP,0001045810,10-Q,2022-11-18,000104581022000166,236,180,5536,42.630057803468205,32.51445086705202,1,5008,220,167,43.9297124600639,33.346645367412144,525,16,12,30.476190476190474,22.857142857142858,0.8324607329842932,0.017437981441617012,0.7703341841697693,0.21222786605358124
NVDA,NVIDIA CORP,0001045810,10-Q,2022-08-31,000104581022000147,304,245,7686,39.552432995055945,31.876138433515482,1,6393,258,215,40.35664007508212,33.630533395901764,1289,46,29,35.68657874321179,22.498060512024825,0.7490909090909091,0.019022183492779732,0.7711085677146912,0.20986922085285187
NVDA,NVIDIA CORP,0001045810,10-Q,2022-05-27,000104581022000079,163,146,4195,38.85578069129917,34.80333730631705,1,3695,138,127,37.34776725304466,34.37077131258457,497,25,18,50.30181086519115,36.21730382293762,0.8181818181818182,0.012325190007686615,0.9135788679122925,0.0740959644317627
NVDA,NVIDIA CORP,0001045810,10-K,2022-03-18,000104581022000036,518,379,12682,40.84529254060874,29.88487620249172,1,10499,458,346,43.62320220973426,32.9555195732927,2150,60,32,27.906976744186046,14.883720930232558,0.718336483931947,0.053466152399778366,0.014012440107762814,0.932521402835846
NVDA,NVIDIA CORP,0001045810,10-Q,2021-11-22,000104581021000163,227,199,5121,44.32727982815856,38.85959773481742,1,4583,195,189,42.548548985380755,41.23936286275365,533,32,9,60.0375234521576,16.885553470919323,0.8229166666666666,0.022080304101109505,0.581018328666687,0.39690133929252625
NVDA,NVIDIA CORP,0001045810,10-Q,2021-08-20,000104581021000131,125,99,2679,46.65920119447555,36.954087346024636,1,2361,105,89,44.47268106734435,37.695891571368065,315,20,9,63.492063492063494,28.571428571428573,0.7878787878787878,0.015139815397560596,0.8736595511436462,0.11120060831308365
NVDA,NVIDIA CORP,0001045810,10-Q,2021-05-26,000104581021000064,46,59,1530,30.065359477124183,38.56209150326797,1,1403,42,56,29.93585174625802,39.914468995010694,122,4,2,32.78688524590164,16.39344262295082,0.8571428571428571,0.013688902370631695,0.9086382389068604,0.07767286151647568
NVDA,NVIDIA CORP,0001045810,10-K,2021-02-26,000104581021000010,479,343,11634,41.172425648959944,29.48255114320096,1,9768,413,311,42.28091728091728,31.83865683865684,1831,66,31,36.045876570180226,16.930638995084653,0.7325102880658436,0.24471642076969147,0.0106859365478158,0.7445977330207825
NVDA,NVIDIA CORP,0001045810,10-Q,2020-11-18,000104581020000189,128,114,6710,19.076005961251862,16.98956780923994,1,4512,100,86,22.163120567375888,19.06028368794326,2167,28,27,12.921089063221043,12.459621596677435,0.5519713261648745,0.11090514808893204,0.013295833021402359,0.8757990002632141
NVDA,NVIDIA CORP,0001045810,10-Q,2020-08-19,000104581020000147,67,85,5559,12.052527432991544,15.290519877675841,1,3732,54,64,14.469453376205788,17.14898177920686,1796,13,20,7.2383073496659245,11.135857461024498,0.5211864406779662,0.10187727957963943,0.013923571445047855,0.8841992020606995
